 ID,Date,Card,Keyword,Order,Created,Updated
2597,8/26,King of Hearts,,,2022-03-24T20:10:34.475Z,2022-03-24T20:10:34.475Z
2596,8/27,Queen of Hearts,,,2022-03-24T20:10:34.450Z,2022-03-24T20:10:34.450Z
2595,8/28,Jack of Hearts,,,2022-03-24T20:10:34.434Z,2022-03-24T20:10:34.434Z
2594,8/29,Ten of Hearts,,,2022-03-24T20:10:34.415Z,2022-03-24T20:10:34.415Z
2593,8/30,Nine of Hearts,,,2022-03-24T20:10:34.400Z,2022-03-24T20:10:34.400Z
2592,8/31,Eight of Hearts,,,2022-03-24T20:10:34.384Z,2022-03-24T20:10:34.384Z
2591,9/1,Ten of Diamonds,,,2022-03-24T20:10:34.368Z,2022-03-24T20:10:34.368Z
2590,9/2,Nine of Diamonds,,,2022-03-24T20:10:34.353Z,2022-03-24T20:10:34.353Z
2589,9/3,Eight of Diamonds,,,2022-03-24T20:10:34.201Z,2022-03-24T20:10:34.201Z
2588,9/4,Seven of Diamonds,,,2022-03-24T20:10:34.185Z,2022-03-24T20:10:34.185Z
2587,9/5,Six of Diamonds,,,2022-03-24T20:10:34.169Z,2022-03-24T20:10:34.169Z
2586,9/6,Five of Diamonds,,,2022-03-24T20:10:34.152Z,2022-03-24T20:10:34.152Z
2585,9/7,Four of Diamonds,,,2022-03-24T20:10:34.137Z,2022-03-24T20:10:34.137Z
2584,9/8,Three of Diamonds,,,2022-03-24T20:10:34.121Z,2022-03-24T20:10:34.121Z
2583,9/9,Two of Diamonds,,,2022-03-24T20:10:34.105Z,2022-03-24T20:10:34.105Z
2582,9/10,Ace of Diamonds,,,2022-03-24T20:10:34.090Z,2022-03-24T20:10:34.090Z
2581,9/11,King of Clubs,,,2022-03-24T20:10:34.073Z,2022-03-24T20:10:34.073Z
2580,9/12,Queen of Clubs,,,2022-03-24T20:10:34.056Z,2022-03-24T20:10:34.056Z
2579,9/13,Jack of Clubs,,,2022-03-24T20:10:34.040Z,2022-03-24T20:10:34.040Z
2578,9/14,Ten of Clubs,,,2022-03-24T20:10:34.025Z,2022-03-24T20:10:34.025Z
2577,9/15,Nine of Clubs,,,2022-03-24T20:10:34.009Z,2022-03-24T20:10:34.009Z
2576,9/16,Eight of Clubs,,,2022-03-24T20:10:33.873Z,2022-03-24T20:10:33.873Z
2575,9/17,Seven of Clubs,,,2022-03-24T20:10:33.856Z,2022-03-24T20:10:33.856Z
2574,9/18,Six of Clubs,,,2022-03-24T20:10:33.840Z,2022-03-24T20:10:33.840Z
2573,9/19,Five of Clubs,,,2022-03-24T20:10:33.824Z,2022-03-24T20:10:33.824Z
2572,9/20,Four of Clubs,,,2022-03-24T20:10:33.809Z,2022-03-24T20:10:33.809Z
2571,9/21,Three of Clubs,,,2022-03-24T20:10:33.793Z,2022-03-24T20:10:33.793Z
2570,9/22,Two of Clubs,,,2022-03-24T20:10:33.774Z,2022-03-24T20:10:33.774Z
2569,9/23,Ace of Clubs,,,2022-03-24T20:10:33.758Z,2022-03-24T20:10:33.758Z
2568,9/24,King of Hearts,,,2022-03-24T20:10:33.741Z,2022-03-24T20:10:33.741Z
2567,9/25,Queen of Hearts,,,2022-03-24T20:10:33.725Z,2022-03-24T20:10:33.725Z
2566,9/26,Jack of Hearts,,,2022-03-24T20:10:33.710Z,2022-03-24T20:10:33.710Z
2565,9/27,Ten of Hearts,,,2022-03-24T20:10:33.695Z,2022-03-24T20:10:33.695Z
2564,9/28,Nine of Hearts,,,2022-03-24T20:10:33.679Z,2022-03-24T20:10:33.679Z
2563,9/29,Eight of Hearts,,,2022-03-24T20:10:33.661Z,2022-03-24T20:10:33.661Z
2562,9/30,Seven of Hearts,,,2022-03-24T20:10:33.642Z,2022-03-24T20:10:33.642Z
2561,10/1,Eight of Diamonds,,,2022-03-24T20:10:33.621Z,2022-03-24T20:10:33.621Z
2560,10/2,Seven of Diamonds,,,2022-03-24T20:10:33.603Z,2022-03-24T20:10:33.603Z
2559,10/3,Six of Diamonds,,,2022-03-24T20:10:33.588Z,2022-03-24T20:10:33.588Z
2558,10/4,Five of Diamonds,,,2022-03-24T20:10:33.571Z,2022-03-24T20:10:33.571Z
2557,10/5,Four of Diamonds,,,2022-03-24T20:10:33.553Z,2022-03-24T20:10:33.553Z
2556,10/6,Three of Diamonds,,,2022-03-24T20:10:33.538Z,2022-03-24T20:10:33.538Z
2555,10/7,Two of Diamonds,,,2022-03-24T20:10:33.522Z,2022-03-24T20:10:33.522Z
2554,10/8,Ace of Diamonds,,,2022-03-24T20:10:33.507Z,2022-03-24T20:10:33.507Z
2553,10/9,King of Clubs,,,2022-03-24T20:10:33.493Z,2022-03-24T20:10:33.493Z
2552,10/10,Queen of Clubs,,,2022-03-24T20:10:33.465Z,2022-03-24T20:10:33.465Z
2551,10/11,Jack of Clubs,,,2022-03-24T20:10:33.436Z,2022-03-24T20:10:33.436Z
2550,10/12,Ten of Clubs,,,2022-03-24T20:10:33.410Z,2022-03-24T20:10:33.410Z
2549,10/13,Nine of Clubs,,,2022-03-24T20:10:33.382Z,2022-03-24T20:10:33.382Z
2548,10/14,Eight of Clubs,,,2022-03-24T20:10:33.351Z,2022-03-24T20:10:33.351Z
2547,10/15,Seven of Clubs,,,2022-03-24T20:10:33.321Z,2022-03-24T20:10:33.321Z
2546,10/16,Six of Clubs,,,2022-03-24T20:10:33.294Z,2022-03-24T20:10:33.294Z
2545,10/17,Five of Clubs,,,2022-03-24T20:10:33.262Z,2022-03-24T20:10:33.262Z
2544,10/18,Four of Clubs,,,2022-03-24T20:10:33.234Z,2022-03-24T20:10:33.234Z
2543,10/19,Three of Clubs,,,2022-03-24T20:10:33.218Z,2022-03-24T20:10:33.218Z
2542,10/20,Two of Clubs,,,2022-03-24T20:10:33.203Z,2022-03-24T20:10:33.203Z
2541,10/21,Ace of Clubs,,,2022-03-24T20:10:33.188Z,2022-03-24T20:10:33.188Z
2540,10/22,King of Hearts,,,2022-03-24T20:10:33.172Z,2022-03-24T20:10:33.172Z
2539,10/23,Queen of Hearts,,,2022-03-24T20:10:33.157Z,2022-03-24T20:10:33.157Z
2538,10/24,Jack of Hearts,,,2022-03-24T20:10:33.141Z,2022-03-24T20:10:33.141Z
2537,10/25,Ten of Hearts,,,2022-03-24T20:10:33.126Z,2022-03-24T20:10:33.126Z
2536,10/26,Nine of Hearts,,,2022-03-24T20:10:33.111Z,2022-03-24T20:10:33.111Z
2535,10/27,Eight of Hearts,,,2022-03-24T20:10:33.097Z,2022-03-24T20:10:33.097Z
2534,10/28,Seven of Hearts,,,2022-03-24T20:10:33.082Z,2022-03-24T20:10:33.082Z
2533,10/29,Six of Hearts,,,2022-03-24T20:10:33.066Z,2022-03-24T20:10:33.066Z
2532,10/30,Five of Hearts,,,2022-03-24T20:10:33.050Z,2022-03-24T20:10:33.050Z
2531,10/31,Four of Hearts,,,2022-03-24T20:10:33.033Z,2022-03-24T20:10:33.033Z
2530,11/1,Six of Diamonds,,,2022-03-24T20:10:33.017Z,2022-03-24T20:10:33.017Z
2529,11/2,Five of Diamonds,,,2022-03-24T20:10:33.002Z,2022-03-24T20:10:33.002Z
2528,11/3,Four of Diamonds,,,2022-03-24T20:10:32.985Z,2022-03-24T20:10:32.985Z
2527,11/4,Three of Diamonds,,,2022-03-24T20:10:32.969Z,2022-03-24T20:10:32.969Z
2526,11/5,Two of Diamonds,,,2022-03-24T20:10:32.950Z,2022-03-24T20:10:32.950Z
2525,11/6,Ace of Diamonds,,,2022-03-24T20:10:32.934Z,2022-03-24T20:10:32.934Z
2524,11/7,King of Clubs,,,2022-03-24T20:10:32.916Z,2022-03-24T20:10:32.916Z
2523,11/8,Queen of Clubs,,,2022-03-24T20:10:32.896Z,2022-03-24T20:10:32.896Z
2522,11/9,Jack of Clubs,,,2022-03-24T20:10:32.870Z,2022-03-24T20:10:32.870Z
2521,11/10,Ten of Clubs,,,2022-03-24T20:10:32.849Z,2022-03-24T20:10:32.849Z
2520,11/11,Nine of Clubs,,,2022-03-24T20:10:32.827Z,2022-03-24T20:10:32.827Z
2519,11/12,Eight of Clubs,,,2022-03-24T20:10:32.811Z,2022-03-24T20:10:32.811Z
2518,11/13,Seven of Clubs,,,2022-03-24T20:10:32.793Z,2022-03-24T20:10:32.793Z
2517,11/14,Six of Clubs,,,2022-03-24T20:10:32.775Z,2022-03-24T20:10:32.775Z
2516,11/15,Five of Clubs,,,2022-03-24T20:10:32.757Z,2022-03-24T20:10:32.757Z
2515,11/16,Four of Clubs,,,2022-03-24T20:10:32.741Z,2022-03-24T20:10:32.741Z
2514,11/17,Three of Clubs,,,2022-03-24T20:10:32.725Z,2022-03-24T20:10:32.725Z
2513,11/18,Two of Clubs,,,2022-03-24T20:10:32.706Z,2022-03-24T20:10:32.706Z
2512,11/19,Ace of Clubs,,,2022-03-24T20:10:32.689Z,2022-03-24T20:10:32.689Z
2511,11/20,King of Hearts,,,2022-03-24T20:10:32.673Z,2022-03-24T20:10:32.673Z
2510,11/21,Queen of Hearts,,,2022-03-24T20:10:32.655Z,2022-03-24T20:10:32.655Z
2509,11/22,Jack of Hearts,,,2022-03-24T20:10:32.639Z,2022-03-24T20:10:32.639Z
2508,11/23,Ten of Hearts,,,2022-03-24T20:10:32.622Z,2022-03-24T20:10:32.622Z
2507,11/24,Nine of Hearts,,,2022-03-24T20:10:32.602Z,2022-03-24T20:10:32.602Z
2506,11/25,Eight of Hearts,,,2022-03-24T20:10:32.585Z,2022-03-24T20:10:32.585Z
2505,11/26,Seven of Hearts,,,2022-03-24T20:10:32.565Z,2022-03-24T20:10:32.565Z
2504,11/27,Six of Hearts,,,2022-03-24T20:10:32.546Z,2022-03-24T20:10:32.546Z
2503,11/28,Five of Hearts,,,2022-03-24T20:10:32.530Z,2022-03-24T20:10:32.530Z
2502,11/29,Four of Hearts,,,2022-03-24T20:10:32.513Z,2022-03-24T20:10:32.513Z
